Student_IDs,Semester,Degree_Type,Class_Standing,Major,Expected_Graduation,Course_Name,Course_Number,Course_Type,Course_Code_by_Thousands,Semester_Week,Check_In_Date,Check_In_Time,Check_Out_Time,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA
BGSU03722,Fall 2016,Undergraduate,Senior,ECON-BSBA:Economics,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,6,9/27/16,19:20:00,21:35:00,134,MALE,16,3.625,122,3.428,0.197
BGSU03722,Fall 2016,Undergraduate,Senior,ECON-BSBA:Economics,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,10,10/27/16,12:41:00,14:26:00,105,MALE,16,3.625,122,3.428,0.197
BGSU03722,Fall 2016,Undergraduate,Senior,ECON-BSBA:Economics,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,5,9/21/16,19:34:00,21:16:00,102,MALE,16,3.625,122,3.428,0.197
BGSU03722,Fall 2016,Undergraduate,Senior,ECON-BSBA:Economics,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,7,10/3/16,10:18:00,11:19:00,60,MALE,16,3.625,122,3.428,0.197
BGSU03722,Fall 2016,Undergraduate,Senior,ECON-BSBA:Economics,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,7,10/5/16,14:27:00,15:15:00,47,MALE,16,3.625,122,3.428,0.197
BGSU03722,Fall 2016,Undergraduate,Senior,ECON-BSBA:Economics,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,6,9/28/16,16:20:00,17:02:00,42,MALE,16,3.625,122,3.428,0.197
BGSU03722,Fall 2016,Undergraduate,Senior,ECON-BSBA:Economics,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,7,10/6/16,16:58:00,17:35:00,36,MALE,16,3.625,122,3.428,0.197
BGSU03722,Fall 2016,Undergraduate,Senior,ECON-BSBA:Economics,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,5,9/22/16,12:01:00,12:36:00,34,MALE,16,3.625,122,3.428,0.197
BGSU03722,Fall 2016,Undergraduate,Senior,ECON-BSBA:Economics,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,4,9/12/16,11:21:00,11:44:00,23,MALE,16,3.625,122,3.428,0.197
BGSU03726,Fall 2016,Undergraduate,Senior,SALES-BSBA:Sales and Services Marketing,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,3,9/7/16,16:21:00,17:34:00,72,FEMALE,16,3.625,125,3.654,-0.029
BGSU03726,Fall 2016,Undergraduate,Senior,SALES-BSBA:Sales and Services Marketing,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,5,9/20/16,16:19:00,17:06:00,47,FEMALE,16,3.625,125,3.654,-0.029
BGSU03726,Fall 2016,Undergraduate,Senior,SALES-BSBA:Sales and Services Marketing,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,3,9/8/16,16:25:00,17:03:00,38,FEMALE,16,3.625,125,3.654,-0.029
BGSU03726,Fall 2016,Undergraduate,Senior,SALES-BSBA:Sales and Services Marketing,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,6,9/27/16,16:26:00,17:00:00,33,FEMALE,16,3.625,125,3.654,-0.029
BGSU03727,Fall 2016,Undergraduate,Senior,INDIV-BSBA:Individualized Business - ECAM,Fall Semester 2019,Basic Calculus,MATH-1260,MATH,1000,5,9/19/16,11:22:00,14:16:00,174,FEMALE,13,2.1,126,2.822,-0.722
BGSU03727,Fall 2016,Undergraduate,Senior,INDIV-BSBA:Individualized Business - ECAM,Fall Semester 2019,Basic Calculus,MATH-1260,MATH,1000,2,9/1/16,10:49:00,13:18:00,148,FEMALE,13,2.1,126,2.822,-0.722
BGSU03727,Fall 2016,Undergraduate,Senior,INDIV-BSBA:Individualized Business - ECAM,Fall Semester 2019,Basic Calculus,MATH-1260,MATH,1000,2,8/30/16,18:08:00,20:19:00,130,FEMALE,13,2.1,126,2.822,-0.722
BGSU03727,Fall 2016,Undergraduate,Senior,INDIV-BSBA:Individualized Business - ECAM,Fall Semester 2019,Basic Calculus,MATH-1260,MATH,1000,3,9/9/16,11:23:00,13:27:00,124,FEMALE,13,2.1,126,2.822,-0.722
BGSU03727,Fall 2016,Undergraduate,Senior,INDIV-BSBA:Individualized Business - ECAM,Fall Semester 2019,Basic Calculus,MATH-1260,MATH,1000,4,9/15/16,10:48:00,12:29:00,100,FEMALE,13,2.1,126,2.822,-0.722
BGSU03727,Fall 2016,Undergraduate,Senior,INDIV-BSBA:Individualized Business - ECAM,Fall Semester 2019,Basic Calculus,MATH-1260,MATH,1000,2,9/2/16,12:54:00,13:58:00,63,FEMALE,13,2.1,126,2.822,-0.722
BGSU03727,Fall 2016,Undergraduate,Senior,INDIV-BSBA:Individualized Business - ECAM,Fall Semester 2019,Basic Calculus,MATH-1260,MATH,1000,13,11/16/16,11:25:00,12:25:00,60,FEMALE,13,2.1,126,2.822,-0.722
BGSU03727,Fall 2016,Undergraduate,Senior,INDIV-BSBA:Individualized Business - ECAM,Fall Semester 2019,Basic Calculus,MATH-1260,MATH,1000,5,9/19/16,17:48:00,18:40:00,52,FEMALE,13,2.1,126,2.822,-0.722
BGSU03727,Fall 2016,Undergraduate,Senior,INDIV-BSBA:Individualized Business - ECAM,Fall Semester 2019,Basic Calculus,MATH-1260,MATH,1000,3,9/7/16,11:21:00,11:58:00,36,FEMALE,13,2.1,126,2.822,-0.722
BGSU03729,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,College Algebra I,MATH-1210,MATH,1000,5,9/22/16,13:11:00,21:58:00,526,FEMALE,14,3.428,39,3.13,0.298
BGSU03729,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,College Algebra I,MATH-1210,MATH,1000,3,9/8/16,19:02:00,21:52:00,169,FEMALE,14,3.428,39,3.13,0.298
BGSU03729,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,College Algebra I,MATH-1210,MATH,1000,5,9/21/16,19:35:00,20:56:00,81,FEMALE,14,3.428,39,3.13,0.298
BGSU03729,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,College Algebra I,MATH-1210,MATH,1000,5,9/20/16,20:12:00,20:25:00,12,FEMALE,14,3.428,39,3.13,0.298
BGSU03730,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Spring Semester 2020,College Algebra,MATH-1220,MATH,1000,3,9/6/16,12:50:00,13:54:00,64,MALE,16,3.384,135,3.48,-0.096
BGSU03736,Fall 2016,Undergraduate,Senior,BSHDFS:BS Hum Dev & Fam Stds,Summer Semester 2020,Elementary Algebra,MATH-90,MATH,99,4,9/13/16,10:52:00,12:12:00,80,FEMALE,16,3.166,127,3.218,-0.052
BGSU03736,Fall 2016,Undergraduate,Senior,BSHDFS:BS Hum Dev & Fam Stds,Summer Semester 2020,Elementary Algebra,MATH-90,MATH,99,2,8/31/16,11:48:00,12:17:00,28,FEMALE,16,3.166,127,3.218,-0.052
BGSU03737,Fall 2016,Undergraduate,Senior,"CRWR-MIN:Creative Writing,GBUS-MIN:General Business,PR-BSJ:Public Relations",Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,2,9/1/16,11:46:00,12:36:00,50,FEMALE,13,2.8,153,3.39,-0.59
BGSU03740,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Intermediate Algebra,MATH-95X,MATH,99,13,11/20/16,18:17:00,21:40:00,203,FEMALE,18,3.235,45,3.428,-0.193
BGSU03740,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Intermediate Algebra,MATH-95X,MATH,99,3,9/8/16,10:05:00,12:56:00,170,FEMALE,18,3.235,45,3.428,-0.193
BGSU03740,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Intermediate Algebra,MATH-95X,MATH,99,13,11/16/16,15:15:00,17:18:00,122,FEMALE,18,3.235,45,3.428,-0.193
BGSU03740,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Introduction to Ethics,PHIL-1020,PHIL,1000,7,10/4/16,14:56:00,16:58:00,121,FEMALE,18,3.235,45,3.428,-0.193
BGSU03740,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Intermediate Algebra,MATH-95X,MATH,99,15,11/29/16,13:06:00,13:59:00,53,FEMALE,18,3.235,45,3.428,-0.193
BGSU03743,Fall 2016,Graduate,Graduate,ACCT-BSBA:Accounting,Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,7,10/6/16,14:51:00,19:17:00,266,FEMALE,16,3.437,122,4,-0.563
BGSU03743,Fall 2016,Graduate,Graduate,ACCT-BSBA:Accounting,Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,16,12/7/16,15:01:00,18:30:00,209,FEMALE,16,3.437,122,4,-0.563
BGSU03743,Fall 2016,Graduate,Graduate,ACCT-BSBA:Accounting,Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,13,11/17/16,19:26:00,21:51:00,144,FEMALE,16,3.437,122,4,-0.563
BGSU03743,Fall 2016,Graduate,Graduate,ACCT-BSBA:Accounting,Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,15,11/30/16,18:02:00,19:36:00,94,FEMALE,16,3.437,122,4,-0.563
BGSU03743,Fall 2016,Graduate,Graduate,ACCT-BSBA:Accounting,Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,15,12/1/16,16:22:00,17:38:00,76,FEMALE,16,3.437,122,4,-0.563
BGSU03743,Fall 2016,Graduate,Graduate,ACCT-BSBA:Accounting,Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,10,10/24/16,14:04:00,15:17:00,72,FEMALE,16,3.437,122,4,-0.563
BGSU03743,Fall 2016,Graduate,Graduate,ACCT-BSBA:Accounting,Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,17,12/12/16,14:47:00,15:54:00,67,FEMALE,16,3.437,122,4,-0.563
BGSU03743,Fall 2016,Graduate,Graduate,ACCT-BSBA:Accounting,Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,12,11/8/16,13:35:00,14:29:00,54,FEMALE,16,3.437,122,4,-0.563
BGSU03743,Fall 2016,Graduate,Graduate,ACCT-BSBA:Accounting,Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,10,10/24/16,11:28:00,12:15:00,47,FEMALE,16,3.437,122,4,-0.563
BGSU03743,Fall 2016,Graduate,Graduate,ACCT-BSBA:Accounting,Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,12,11/9/16,11:29:00,12:16:00,46,FEMALE,16,3.437,122,4,-0.563
BGSU03743,Fall 2016,Graduate,Graduate,ACCT-BSBA:Accounting,Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,5,9/22/16,15:05:00,15:35:00,29,FEMALE,16,3.437,122,4,-0.563
BGSU03743,Fall 2016,Graduate,Graduate,ACCT-BSBA:Accounting,Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,6,9/26/16,14:36:00,14:50:00,13,FEMALE,16,3.437,122,4,-0.563
BGSU03745,Fall 2016,Undergraduate,Senior,"HLSC-BAHS:Health Science,PREPA:Pre-Prof Physician Assistant",Fall Semester 2019,Concepts in Biology II,BIOL-2050,BIOL,2000,4,9/14/16,16:06:00,16:38:00,31,FEMALE,18,3.588,110,2.859,0.729
BGSU03747,Fall 2016,Undergraduate,Senior,"APEC-BSBA:Applied Economics,FIN-BSBA:Finance",Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,15,12/1/16,16:38:00,17:33:00,54,MALE,16,3.769,122,3.396,0.373
BGSU03748,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Introduction to Statistics,MATH-1150R,MATH,1000,16,12/6/16,09:50:00,10:50:00,60,FEMALE,15,3.466,30,3.4,0.066
BGSU03748,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Modern Astronomy,ASTR-2010,ASTR,2000,5,9/23/16,11:03:00,11:49:00,46,FEMALE,15,3.466,30,3.4,0.066
BGSU03748,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Modern Astronomy,ASTR-2010,ASTR,2000,8,10/14/16,11:10:00,11:47:00,37,FEMALE,15,3.466,30,3.4,0.066
BGSU03748,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Modern Astronomy,ASTR-2010,ASTR,2000,6,9/30/16,11:15:00,11:50:00,35,FEMALE,15,3.466,30,3.4,0.066
BGSU03749,Fall 2016,Undergraduate,Senior,"AVST-BSTC:Aviation Studies,PRE-AVSTD:Pre-Aviation Studies",Spring Semester 2021,Principles of Sociology,SOC-1010,SOC,1000,6,9/29/16,17:05:00,17:31:00,25,MALE,13,2.142,114,3.155,-1.013
BGSU03750,Fall 2016,Undergraduate,Senior,EIEC-BSED:Inclusive Early Childhood,Spring Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,4,9/13/16,19:38:00,20:28:00,49,FEMALE,14,3.785,154,3.926,-0.141
BGSU03750,Fall 2016,Undergraduate,Senior,EIEC-BSED:Inclusive Early Childhood,Spring Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,9,10/19/16,14:58:00,15:14:00,16,FEMALE,14,3.785,154,3.926,-0.141
BGSU03753,Fall 2016,Undergraduate,Senior,"BSNUR:BS in Nursing,NUR:Nursing",Spring Semester 2021,Elementary Algebra,MATH-90X,MATH,99,15,11/28/16,14:21:00,17:13:00,171,FEMALE,17,4,144,3.554,0.446
BGSU03754,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Principles of Sociology,SOC-1010,SOC,1000,11,11/3/16,17:21:00,18:33:00,72,MALE,17,3,32,3.285,-0.285
BGSU03767,Fall 2016,Undergraduate,Senior,TCOM-BAC:Media Production and Studies,Fall Semester 2020,College Algebra,MATH-1220,MATH,1000,10,10/27/16,18:47:00,21:03:00,136,MALE,16,1.923,122,2.339,-0.416
BGSU03767,Fall 2016,Undergraduate,Senior,TCOM-BAC:Media Production and Studies,Fall Semester 2020,College Algebra,MATH-1220,MATH,1000,8,10/13/16,15:59:00,17:50:00,110,MALE,16,1.923,122,2.339,-0.416
BGSU03767,Fall 2016,Undergraduate,Senior,TCOM-BAC:Media Production and Studies,Fall Semester 2020,College Algebra,MATH-1220,MATH,1000,3,9/6/16,20:25:00,21:56:00,90,MALE,16,1.923,122,2.339,-0.416
BGSU03767,Fall 2016,Undergraduate,Senior,TCOM-BAC:Media Production and Studies,Fall Semester 2020,College Algebra,MATH-1220,MATH,1000,10,10/27/16,17:19:00,17:58:00,39,MALE,16,1.923,122,2.339,-0.416
BGSU03767,Fall 2016,Undergraduate,Senior,TCOM-BAC:Media Production and Studies,Fall Semester 2020,College Algebra,MATH-1220,MATH,1000,8,10/12/16,21:34:00,22:03:00,28,MALE,16,1.923,122,2.339,-0.416
BGSU03783,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,College Algebra,MATH-1220,MATH,1000,17,12/13/16,13:36:00,17:01:00,205,FEMALE,13,2.923,133,3.072,-0.149
BGSU03784,Fall 2016,Undergraduate,Sophomore,BSHDFS:BS Hum Dev & Fam Stds,Spring Semester 2018,Elementary Algebra,MATH-90,MATH,99,2,9/1/16,16:04:00,17:04:00,60,FEMALE,13,2.1,59,2.6,-0.5
BGSU03785,Fall 2016,Undergraduate,Senior,UND-ACEN:Deciding Student Program,Spring Semester 2021,Intensive Introduction to Academic Writing,GSW-1100,GSW,1000,3,9/6/16,09:02:00,10:03:00,61,MALE,13,2.846,104,2.525,0.321
BGSU03792,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Intensive Introduction to Academic Writing,GSW-1100,GSW,1000,4,9/14/16,18:07:00,19:08:00,61,MALE,13,1.23,13,1.041,0.189
BGSU03795,Fall 2016,Undergraduate,Senior,"IPP-BSED:Individualized Studies,MKT-MIN:Marketing",Fall Semester 2019,Basic Calculus,MATH-1260,MATH,1000,2,9/1/16,19:51:00,20:39:00,48,MALE,13,3.461,140,3.453,0.008
BGSU03798,Fall 2016,Undergraduate,Senior,EIEC-BSED:Inclusive Early Childhood,Spring Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,9,10/18/16,15:50:00,16:50:00,59,FEMALE,19,3.454,140,3.903,-0.449
BGSU03799,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Principles of Sociology,SOC-1010,SOC,1000,2,8/30/16,17:51:00,18:52:00,60,FEMALE,20,3.526,36,3.636,-0.11
BGSU03799,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Concepts in Biology II,BIOL-2050,BIOL,2000,9,10/20/16,13:41:00,14:28:00,47,FEMALE,20,3.526,36,3.636,-0.11
BGSU03800,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Integrated Operations and Supply Chain Management,MGMT-3000,MGMT,3000,5,9/20/16,12:12:00,12:38:00,26,MALE,19,3,144,3.185,-0.185
BGSU03806,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Intensive Introduction to Academic Writing,GSW-1100,GSW,1000,7,10/5/16,18:06:00,18:18:00,12,MALE,21,0,16,0.846,-0.846
BGSU03813,Fall 2016,Undergraduate,Senior,"MKT-BSBA:Marketing,MUSIND-MIN:Music Industry Minor",Summer Semester 2020,Basic Calculus,MATH-1260,MATH,1000,3,9/9/16,14:30:00,14:55:00,25,MALE,16,3.187,137,2.937,0.25
BGSU03816,Fall 2016,Undergraduate,Sophomore,No Response,Spring Semester 2018,Introduction to Statistics,MATH-1150,MATH,1000,10,10/25/16,14:43:00,15:52:00,68,FEMALE,20,4,59,3.488,0.512
BGSU03817,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Elementary Chemistry Laboratory,CHEM-1100,CHEM,1000,9,10/17/16,16:36:00,17:32:00,56,MALE,16,2,31,1.928,0.072
BGSU03821,Fall 2016,Undergraduate,Senior,EIEC-BSED:Inclusive Early Childhood,Spring Semester 2020,Introduction to Statistics,MATH-1150C,MATH,1000,12,11/7/16,14:50:00,16:26:00,96,FEMALE,20,4,144,3.887,0.113
BGSU03825,Fall 2016,Undergraduate,Senior,"COMPSC-MIN:Computer Science,TCOM-BA:Media Production and Studies",Spring Semester 2020,Programming Fundamentals,CS-2010,CS,2000,12,11/8/16,15:52:00,17:34:00,101,MALE,17,3,133,3.317,-0.317
BGSU03827,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Fall Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,6,9/26/16,13:26:00,18:59:00,332,FEMALE,18,3.823,155,3.754,0.069
BGSU03827,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Fall Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,4,9/14/16,13:26:00,17:42:00,256,FEMALE,18,3.823,155,3.754,0.069
BGSU03827,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Fall Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,9,10/17/16,16:37:00,18:54:00,136,FEMALE,18,3.823,155,3.754,0.069
BGSU03827,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Fall Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,15,11/29/16,15:54:00,18:09:00,134,FEMALE,18,3.823,155,3.754,0.069
BGSU03827,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Fall Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,11,11/2/16,16:44:00,18:52:00,127,FEMALE,18,3.823,155,3.754,0.069
BGSU03827,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Fall Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,11,11/2/16,19:44:00,21:29:00,104,FEMALE,18,3.823,155,3.754,0.069
BGSU03827,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Fall Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,10,10/25/16,20:15:00,21:53:00,97,FEMALE,18,3.823,155,3.754,0.069
BGSU03827,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Fall Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,6,9/27/16,16:20:00,17:52:00,92,FEMALE,18,3.823,155,3.754,0.069
BGSU03827,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Fall Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,16,12/6/16,15:22:00,16:45:00,83,FEMALE,18,3.823,155,3.754,0.069
BGSU03827,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Fall Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,3,9/7/16,15:18:00,16:24:00,65,FEMALE,18,3.823,155,3.754,0.069
BGSU03827,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Fall Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,4,9/14/16,20:11:00,21:15:00,64,FEMALE,18,3.823,155,3.754,0.069
BGSU03827,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Fall Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,11,11/3/16,18:42:00,19:44:00,62,FEMALE,18,3.823,155,3.754,0.069
BGSU03827,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Fall Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,10,10/24/16,13:26:00,14:23:00,56,FEMALE,18,3.823,155,3.754,0.069
BGSU03827,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Fall Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,9,10/18/16,15:34:00,16:04:00,29,FEMALE,18,3.823,155,3.754,0.069
BGSU03827,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Fall Semester 2020,Introduction to Statistics,MATH-1150,MATH,1000,9,10/17/16,13:36:00,13:54:00,17,FEMALE,18,3.823,155,3.754,0.069
BGSU03835,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Spring Semester 2021,Introduction to Statistics,MATH-1150,MATH,1000,11,11/4/16,13:33:00,15:10:00,96,MALE,15,3.2,108,2.725,0.475
BGSU03835,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Spring Semester 2021,Introduction to Statistics,MATH-1150,MATH,1000,15,11/28/16,13:59:00,14:29:00,29,MALE,15,3.2,108,2.725,0.475
BGSU03838,Fall 2016,Undergraduate,Senior,"COMPSC-BA:Computer Science,ENTREP-MIN:Entrepreneurship",Fall Semester 2020,Elementary Algebra,MATH-90X,MATH,99,1,8/25/16,10:55:00,12:25:00,89,MALE,15,3,119,3.105,-0.105
BGSU03838,Fall 2016,Undergraduate,Senior,"COMPSC-BA:Computer Science,ENTREP-MIN:Entrepreneurship",Fall Semester 2020,Popular Culture and Media,POPC-1650,POPC,1000,13,11/14/16,12:11:00,13:12:00,61,MALE,15,3,119,3.105,-0.105
BGSU03838,Fall 2016,Undergraduate,Senior,"COMPSC-BA:Computer Science,ENTREP-MIN:Entrepreneurship",Fall Semester 2020,Popular Culture and Media,POPC-1650,POPC,1000,16,12/5/16,12:09:00,13:09:00,59,MALE,15,3,119,3.105,-0.105
BGSU03838,Fall 2016,Undergraduate,Senior,"COMPSC-BA:Computer Science,ENTREP-MIN:Entrepreneurship",Fall Semester 2020,Popular Culture and Media,POPC-1650,POPC,1000,6,9/26/16,12:05:00,13:03:00,57,MALE,15,3,119,3.105,-0.105
BGSU03838,Fall 2016,Undergraduate,Senior,"COMPSC-BA:Computer Science,ENTREP-MIN:Entrepreneurship",Fall Semester 2020,Popular Culture and Media,POPC-1650,POPC,1000,9,10/17/16,12:08:00,13:06:00,57,MALE,15,3,119,3.105,-0.105
BGSU03838,Fall 2016,Undergraduate,Senior,"COMPSC-BA:Computer Science,ENTREP-MIN:Entrepreneurship",Fall Semester 2020,Popular Culture and Media,POPC-1650,POPC,1000,10,10/24/16,12:06:00,13:04:00,57,MALE,15,3,119,3.105,-0.105
BGSU03838,Fall 2016,Undergraduate,Senior,"COMPSC-BA:Computer Science,ENTREP-MIN:Entrepreneurship",Fall Semester 2020,Popular Culture and Media,POPC-1650,POPC,1000,7,10/3/16,12:08:00,13:03:00,54,MALE,15,3,119,3.105,-0.105
BGSU03838,Fall 2016,Undergraduate,Senior,"COMPSC-BA:Computer Science,ENTREP-MIN:Entrepreneurship",Fall Semester 2020,Popular Culture and Media,POPC-1650,POPC,1000,5,9/19/16,12:07:00,13:01:00,53,MALE,15,3,119,3.105,-0.105
BGSU03838,Fall 2016,Undergraduate,Senior,"COMPSC-BA:Computer Science,ENTREP-MIN:Entrepreneurship",Fall Semester 2020,Popular Culture and Media,POPC-1650,POPC,1000,15,11/28/16,12:08:00,13:02:00,53,MALE,15,3,119,3.105,-0.105
BGSU03838,Fall 2016,Undergraduate,Senior,"COMPSC-BA:Computer Science,ENTREP-MIN:Entrepreneurship",Fall Semester 2020,Popular Culture and Media,POPC-1650,POPC,1000,12,11/7/16,12:11:00,13:04:00,52,MALE,15,3,119,3.105,-0.105
BGSU03838,Fall 2016,Undergraduate,Senior,"COMPSC-BA:Computer Science,ENTREP-MIN:Entrepreneurship",Fall Semester 2020,Popular Culture and Media,POPC-1650,POPC,1000,4,9/12/16,12:26:00,13:00:00,34,MALE,15,3,119,3.105,-0.105
BGSU03843,Fall 2016,Undergraduate,Senior,SUPC-BSBA:Supply Chain Management,Fall Semester 2020,College Algebra,MATH-1220,MATH,1000,6,9/27/16,12:56:00,14:01:00,64,MALE,17,3.529,124,3.563,-0.034
BGSU03844,Fall 2016,Undergraduate,Senior,"ACCT-BSBA:Accounting,INTBUS-MIN:International Business",Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,8,10/12/16,16:13:00,18:41:00,148,MALE,16,3.769,107,3.619,0.15
BGSU03844,Fall 2016,Undergraduate,Senior,"ACCT-BSBA:Accounting,INTBUS-MIN:International Business",Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,12,11/10/16,12:33:00,14:35:00,122,MALE,16,3.769,107,3.619,0.15
BGSU03844,Fall 2016,Undergraduate,Senior,"ACCT-BSBA:Accounting,INTBUS-MIN:International Business",Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,12,11/9/16,16:06:00,18:00:00,114,MALE,16,3.769,107,3.619,0.15
BGSU03844,Fall 2016,Undergraduate,Senior,"ACCT-BSBA:Accounting,INTBUS-MIN:International Business",Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,6,9/26/16,16:32:00,18:18:00,106,MALE,16,3.769,107,3.619,0.15
BGSU03844,Fall 2016,Undergraduate,Senior,"ACCT-BSBA:Accounting,INTBUS-MIN:International Business",Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,6,9/28/16,16:29:00,18:10:00,100,MALE,16,3.769,107,3.619,0.15
BGSU03844,Fall 2016,Undergraduate,Senior,"ACCT-BSBA:Accounting,INTBUS-MIN:International Business",Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,10,10/25/16,16:19:00,17:56:00,97,MALE,16,3.769,107,3.619,0.15
BGSU03844,Fall 2016,Undergraduate,Senior,"ACCT-BSBA:Accounting,INTBUS-MIN:International Business",Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,13,11/16/16,19:18:00,20:56:00,97,MALE,16,3.769,107,3.619,0.15
